Text,Emotion
Yay! We won the competition!!!,Happy
"I can’t stop shaking, I’m so nervous!!",Fear
We can discuss this calmly and logically..,Calm
"I understand, and that’s fine with me.!",Calm
Yay! We won the competition!,Happy
This caught me totally off guard!...,Surprised
"I can’t stop shaking, I’m so nervous!!",Fear
"This taste is unbearable, I hate it.!!",Disgust
That was completely out of the blue!.,Surprised
I'm feeling really down today....,Sad
I’m feeling relaxed and at peace..,Calm
I feel on top of the world today!,Happy
I’m okay with whatever you decide.,Calm
I feel nauseous just thinking about it..,Disgust
I'm so excited about this new project!!!,Happy
This caught me totally off guard!,Surprised
We can discuss this calmly and logically.!,Calm
I'm so furious about this injustice!.,Angry
I'm absolutely delighted with the results!!!,Happy
I can’t believe this just happened!...,Surprised
How dare you treat me like this!!!,Angry
I'm so furious about this injustice!!!,Angry
"What a wonderful day, I feel great!...",Happy
Everything seems hopeless right now.,Sad
I’m terrified of what might happen....,Fear
"This is fantastic news, I'm thrilled!!!",Happy
This is the worst thing I’ve ever experienced.!!,Disgust
"I’m speechless, I didn’t see that coming!!",Surprised
"I can’t stop shaking, I’m so nervous!!!",Fear
"What a wonderful day, I feel great!...",Happy
Let’s just focus on finding a solution....,Calm
Everything is going better than I expected!.,Happy
I’m terrified of what might happen.!,Fear
I'm absolutely delighted with the results!.,Happy
"There’s no rush, we can work it out..",Calm
"This taste is unbearable, I hate it....",Disgust
This is completely revolting!!!,Disgust
I can’t believe this just happened!,Surprised
I'm so furious about this injustice!,Angry
I’m feeling relaxed and at peace..,Calm
"This taste is unbearable, I hate it.!!",Disgust
"Ugh, this makes me feel sick.!!",Disgust
"No way, are you serious?!",Surprised
I never imagined it would turn out like this!.,Surprised
"That seems fair, I agree..",Calm
This is completely revolting!.,Disgust
I'm so excited about this new project!.,Happy
"Ugh, this makes me feel sick.",Disgust
"This is fantastic news, I'm thrilled!.",Happy
I’m not sure I can handle this situation.!!,Fear
Everything seems hopeless right now....,Sad
"There’s no rush, we can work it out.!",Calm
I feel on top of the world today!,Happy
I love how everything is turning out!!,Happy
"There’s no rush, we can work it out....",Calm
"Oh my goodness, what a surprise!...",Surprised
What if everything goes wrong?,Fear
I’ve lost all motivation to keep going.!,Sad
I’m okay with whatever you decide....,Calm
"Everything is under control, don’t worry....",Calm
Why does this always happen to me?!!,Sad
We can discuss this calmly and logically.,Calm
I feel on top of the world today!!!,Happy
"I’m speechless, I didn’t see that coming!.",Surprised
Life feels so empty without them.!,Sad
Why does everything always go wrong?...,Angry
Let’s just focus on finding a solution.!!,Calm
"No way, are you serious?",Surprised
"Wow, I did not expect that at all!...",Surprised
This is making me so angry!!!,Angry
"I can’t stop crying, it hurts so much.!",Sad
This is such a sad situation....,Sad
I’m not sure I can handle this situation..,Fear
"This is fantastic news, I'm thrilled!...",Happy
This situation is driving me crazy!,Angry
"My heart is racing, I can’t calm down!.",Fear
"I can't stand this anymore, it's frustrating!!",Angry
This is the worst thing I’ve ever experienced....,Disgust
I love how everything is turning out!...,Happy
I love how everything is turning out!,Happy
"I understand, and that’s fine with me.!!",Calm
"Stop wasting my time, I’m sick of it!...",Angry
"Please don’t leave me alone, I’m afraid.!",Fear
"What a wonderful day, I feel great!!!",Happy
I'm shocked by this unexpected news!...,Surprised
"Wow, I did not expect that at all!.",Surprised
"Everything is under control, don’t worry.!",Calm
"Oh my goodness, what a surprise!!",Surprised
Life feels so empty without them.!!,Sad
I feel so lonely and depressed....,Sad
This party is so much fun!,Happy
"I understand, and that’s fine with me.!!",Calm
I'm so excited about this new project!,Happy
I feel like something bad is going to happen.!,Fear
"This taste is unbearable, I hate it.",Disgust
I’m feeling relaxed and at peace..,Calm
"Ugh, this makes me feel sick....",Disgust
"I can’t stop crying, it hurts so much....",Sad
How dare you treat me like this!...,Angry
"My heart is racing, I can’t calm down!.",Fear
I’ve lost all motivation to keep going.!,Sad
I can’t believe how horrible this is....,Disgust
I just want to be left alone....,Sad
"I’m speechless, I didn’t see that coming!.",Surprised
"Stop wasting my time, I’m sick of it!...",Angry
I’m okay with whatever you decide....,Calm
"Wow, I did not expect that at all!...",Surprised
I feel nauseous just thinking about it.!!,Disgust
"That’s so dirty, I can’t touch it.!",Disgust
I’m really scared right now.!,Fear
That’s absolutely disgusting!!!,Disgust
This situation is driving me crazy!,Angry
"Everything is under control, don’t worry.!",Calm
This caught me totally off guard!!!,Surprised
I’ve lost all motivation to keep going.,Sad
This is completely revolting!!,Disgust
I'm so excited about this new project!.,Happy
That’s absolutely disgusting!...,Disgust
"That’s so dirty, I can’t touch it.!!",Disgust
This is making me so angry!...,Angry
"I can’t stop shaking, I’m so nervous!!!",Fear
Why would anyone do something so gross?!!,Disgust
That’s absolutely disgusting!...,Disgust
I’m feeling relaxed and at peace.!,Calm
I love how everything is turning out!...,Happy
"I’m speechless, I didn’t see that coming!!",Surprised
I’m really scared right now....,Fear
"Ugh, this makes me feel sick.!",Disgust
"Oh wow, this is unbelievable!...",Surprised
I’m okay with whatever you decide.!,Calm
This party is so much fun!...,Happy
Why does everything always go wrong?...,Angry
"This taste is unbearable, I hate it....",Disgust
This party is so much fun!!!,Happy
I’m okay with whatever you decide..,Calm
I’ve lost all motivation to keep going.!,Sad
That’s absolutely disgusting!!,Disgust
"That seems fair, I agree.",Calm
I feel on top of the world today!.,Happy
"That seems fair, I agree..",Calm
"This taste is unbearable, I hate it.",Disgust
I'm so excited about this new project!.,Happy
I'm so excited about this new project!!,Happy
I’m feeling relaxed and at peace.,Calm
"My heart is racing, I can’t calm down!",Fear
"I’m speechless, I didn’t see that coming!.",Surprised
I'm so furious about this injustice!.,Angry
"This taste is unbearable, I hate it.",Disgust
This is the worst thing I’ve ever experienced..,Disgust
I just want to be left alone.,Sad
"Ugh, this makes me feel sick.!!",Disgust
"I can’t stop shaking, I’m so nervous!!!",Fear
"That seems fair, I agree.!",Calm
This is making me so angry!,Angry
Life feels so empty without them.!,Sad
"That seems fair, I agree.!!",Calm
This place is giving me chills....,Fear
I can’t stand the sight of this.,Disgust
I can’t believe how horrible this is.,Disgust
I’ve had enough of this nonsense!...,Angry
Why does everything always go wrong?...,Angry
This is such a sad situation....,Sad
"Stop wasting my time, I’m sick of it!!",Angry
That’s absolutely disgusting!,Disgust
This situation is driving me crazy!!!,Angry
I’ve had enough of this nonsense!...,Angry
"Wow, I did not expect that at all!!!",Surprised
I’ve had enough of this nonsense!,Angry
"That’s so dirty, I can’t touch it....",Disgust
"Wow, I did not expect that at all!...",Surprised
This caught me totally off guard!!!,Surprised
This is completely revolting!!,Disgust
I’ve had enough of this nonsense!!,Angry
"That seems fair, I agree..",Calm
"I can’t stop crying, it hurts so much....",Sad
This situation is driving me crazy!.,Angry
"Stop wasting my time, I’m sick of it!.",Angry
We can discuss this calmly and logically....,Calm
I can’t stand the sight of this.,Disgust
I can’t believe this just happened!!,Surprised
I'm feeling really down today..,Sad
"I’m speechless, I didn’t see that coming!...",Surprised
This caught me totally off guard!,Surprised
"Ugh, this makes me feel sick....",Disgust
Let’s just focus on finding a solution.!,Calm
I'm absolutely delighted with the results!,Happy
It doesn’t really bother me either way.!,Calm
Let’s take it one step at a time..,Calm
It doesn’t really bother me either way.,Calm
"Wow, I did not expect that at all!!",Surprised
I won’t tolerate this behavior anymore!!,Angry
Something doesn’t feel right about this.!,Fear
"Wow, I did not expect that at all!.",Surprised
"What a wonderful day, I feel great!...",Happy
This is completely revolting!,Disgust
Why does everything always go wrong?!!,Angry
I can’t believe how horrible this is.,Disgust
I'm heartbroken about what happened.!,Sad
I can’t believe how horrible this is.!,Disgust
"Wow, I did not expect that at all!!!",Surprised
I can’t stand the sight of this.,Disgust
I can’t believe this just happened!!,Surprised
"Ugh, this makes me feel sick.!",Disgust
Everything is going better than I expected!,Happy
I’m feeling relaxed and at peace.!!,Calm
Everything seems hopeless right now.,Sad
I'm heartbroken about what happened..,Sad
"What a wonderful day, I feel great!!",Happy
This party is so much fun!...,Happy
I feel so lonely and depressed....,Sad
Why would anyone do something so gross?!,Disgust
Yay! We won the competition!.,Happy
I feel on top of the world today!!,Happy
Life feels so empty without them.!,Sad
This is completely revolting!!,Disgust
Why would anyone do something so gross?...,Disgust
I'm so furious about this injustice!...,Angry
"I can’t stop smiling, this is amazing!!",Happy
Everything seems hopeless right now..,Sad
"I can't stand this anymore, it's frustrating!.",Angry
"I understand, and that’s fine with me.",Calm
Yay! We won the competition!,Happy
I’m feeling relaxed and at peace..,Calm
I never imagined it would turn out like this!.,Surprised
I can’t believe how horrible this is..,Disgust
"I can’t stop crying, it hurts so much.",Sad
This is such a sad situation....,Sad
Why would anyone do something so gross?,Disgust
This is such a sad situation....,Sad
Let’s just focus on finding a solution....,Calm
"Stop wasting my time, I’m sick of it!.",Angry
I won’t tolerate this behavior anymore!!!,Angry
"I can’t stop crying, it hurts so much..",Sad
"Wow, I did not expect that at all!!!",Surprised
I feel like something bad is going to happen.,Fear
This situation is driving me crazy!.,Angry
This situation is driving me crazy!!!,Angry
"That seems fair, I agree..",Calm
I feel nauseous just thinking about it..,Disgust
This caught me totally off guard!!!,Surprised
This is making me so angry!!!,Angry
Everything is going better than I expected!...,Happy
Why does everything always go wrong?.,Angry
Why would anyone do something so gross?...,Disgust
"I can't stand this anymore, it's frustrating!!!",Angry
This is making me so angry!!!,Angry
"I can’t stop crying, it hurts so much.!",Sad
