Emotion,Sentence
Neutral,I feel neutral as usual
Neutral,We stay neutral this time
Neutral,He feel plain again
Neutral,We feel normal right now
Neutral,He are neutral this time
Neutral,We are normal as usual
Neutral,She are calm this time
Neutral,They are calm this time
Neutral,He feel quiet again
Neutral,They are neutral right now
Neutral,They look plain right now
Neutral,He look neutral as usual
Neutral,I feel calm again
Neutral,He stay normal again
Neutral,I stay calm this time
Neutral,They are plain again
Neutral,I are plain today
Neutral,She stay quiet today
Neutral,We stay normal right now
Neutral,We stay calm this time
Neutral,We stay calm again
Neutral,He feel plain again
Neutral,He are normal this time
Neutral,They are quiet this time
Neutral,I stay calm today
Neutral,We look neutral today
Neutral,I stay normal as usual
Neutral,I feel neutral again
Neutral,They look quiet today
Neutral,She look neutral right now
Neutral,He look neutral as usual
Neutral,He are quiet as usual
Neutral,I feel normal again
Neutral,She stay quiet right now
Neutral,They stay calm this time
Neutral,We stay calm as usual
Neutral,She look neutral right now
Neutral,I look quiet today
Neutral,I are neutral right now
Neutral,He are neutral right now
Neutral,He are plain as usual
Neutral,She are calm right now
Neutral,We stay plain right now
Neutral,I stay normal today
Neutral,I look quiet today
Neutral,They look quiet right now
Neutral,They look normal as usual
Neutral,We look calm as usual
Neutral,They are plain right now
Neutral,She are neutral right now
Neutral,He stay calm today
Neutral,She are plain today
Neutral,She stay quiet today
Neutral,She are plain again
Neutral,They are quiet again
Neutral,I stay quiet as usual
Neutral,I are normal again
Neutral,She feel normal as usual
Neutral,We look calm right now
Neutral,He are neutral today
Neutral,He stay neutral today
Neutral,She look quiet this time
Neutral,He are calm today
Neutral,He look calm right now
Neutral,He are normal this time
Neutral,We feel calm today
Neutral,We look neutral this time
Neutral,We stay calm as usual
Neutral,They are calm right now
Neutral,They are plain again
Neutral,I are quiet today
Neutral,She look quiet again
Neutral,She stay neutral again
Neutral,He stay plain as usual
Neutral,We stay normal this time
Neutral,I look calm again
Neutral,They are quiet as usual
Neutral,I feel calm as usual
Neutral,He stay quiet again
Neutral,He look calm right now
Neutral,He look calm right now
Neutral,I stay neutral right now
Neutral,I are neutral this time
Neutral,They stay plain today
Neutral,He are plain right now
Neutral,She feel plain this time
Neutral,I look plain this time
Neutral,She are calm this time
Neutral,She feel calm again
Neutral,I look neutral again
Neutral,They stay neutral today
Neutral,We stay quiet today
Neutral,They are normal this time
Neutral,He look calm again
Neutral,He look neutral today
Neutral,He look normal this time
Neutral,I are plain right now
Neutral,I look plain today
Neutral,They feel calm this time
Neutral,We stay normal right now
Neutral,He stay plain this time
Neutral,He feel calm right now
Neutral,We look neutral right now
Neutral,They feel quiet today
Neutral,They are normal again
Neutral,She look neutral as usual
Neutral,I stay plain this time
Neutral,He look quiet this time
Neutral,She are quiet again
Neutral,He look calm this time
Neutral,We are normal today
Neutral,He feel plain again
Neutral,We feel calm as usual
Neutral,He stay calm right now
Neutral,I are plain as usual
Neutral,He stay normal this time
Neutral,I are calm today
Neutral,She stay calm again
Neutral,She stay calm this time
Neutral,She feel normal today
Neutral,She look plain as usual
Neutral,I feel plain as usual
Neutral,He are quiet this time
Neutral,She stay neutral again
Neutral,We look normal today
Neutral,They feel quiet as usual
Neutral,She feel calm right now
Neutral,We are normal today
Neutral,They are calm today
Neutral,I are plain right now
Neutral,I feel neutral today
Neutral,They stay calm right now
Neutral,He stay normal today
Neutral,We look plain again
Neutral,I look plain right now
Neutral,He feel calm this time
Neutral,We feel normal as usual
Neutral,He are plain right now
Neutral,I stay quiet this time
Neutral,She are plain right now
Neutral,We feel normal this time
Neutral,He feel calm this time
Neutral,They look quiet again
Neutral,We look quiet right now
Neutral,They look plain today
Neutral,He are neutral right now
Neutral,They look plain again
Neutral,They look calm again
Neutral,We look plain again
Neutral,He look plain again
Neutral,He look normal today
Neutral,We feel plain right now
Neutral,I look quiet again
Neutral,He are calm again
Neutral,They look plain this time
Neutral,They are plain today
Neutral,She are neutral again
Neutral,We are calm this time
Neutral,He stay plain today
Neutral,They look normal as usual
Neutral,We are plain again
Neutral,We stay plain as usual
Neutral,I feel quiet as usual
Neutral,She stay plain this time
Neutral,We stay quiet right now
Neutral,I stay normal as usual
Neutral,We feel normal as usual
Neutral,He feel neutral today
Neutral,They are normal today
Neutral,He feel neutral as usual
Neutral,He are normal right now
Neutral,They feel calm as usual
Neutral,They are neutral right now
Neutral,They look neutral right now
Neutral,She look normal today
Neutral,I feel neutral as usual
Neutral,He look normal this time
Neutral,He feel plain this time
Neutral,He feel normal again
Neutral,I feel neutral this time
Neutral,He feel quiet today
Neutral,I look quiet as usual
Neutral,I are quiet today
Neutral,We stay plain today
Neutral,He feel neutral this time
Neutral,She stay normal today
Neutral,She look plain today
Neutral,They look plain today
Neutral,They look quiet this time
Neutral,I look calm again
Neutral,I feel plain today
Neutral,They stay calm right now
Neutral,She stay calm today
Neutral,They feel neutral today
Neutral,He feel normal right now
Neutral,She stay calm this time
Neutral,We stay plain right now
Neutral,We stay quiet right now
Neutral,She feel plain this time
Neutral,She look normal today
Neutral,He look neutral today
Neutral,They are quiet right now
Neutral,He feel plain as usual
Neutral,I look neutral as usual
Neutral,He stay plain as usual
Neutral,I are plain as usual
Neutral,They stay quiet as usual
Neutral,They are calm today
Neutral,She are calm this time
Neutral,She feel neutral again
Neutral,He stay neutral today
Neutral,She stay plain as usual
Neutral,They stay quiet today
Neutral,They stay quiet as usual
Neutral,They look neutral this time
Neutral,I stay normal as usual
Neutral,I feel calm again
Neutral,He feel normal right now
Neutral,We stay neutral as usual
Neutral,He are plain today
Neutral,He look normal again
Neutral,He are calm this time
Neutral,I feel calm today
Neutral,We stay plain again
Neutral,I look quiet this time
Neutral,I feel plain right now
Neutral,She are neutral right now
Neutral,He stay normal this time
Neutral,I are normal today
Neutral,I feel normal as usual
Neutral,She feel calm right now
Neutral,I stay plain again
Neutral,We look calm today
Neutral,I stay neutral as usual
Neutral,She look calm today
Neutral,They feel calm today
Neutral,We look calm this time
Neutral,I stay calm again
Neutral,They stay calm this time
Neutral,She stay plain as usual
Neutral,They are plain this time
Neutral,He look calm right now
Neutral,He are normal today
Neutral,They stay normal today
Neutral,I stay calm this time
Neutral,I stay calm right now
Neutral,We look neutral this time
Neutral,They look quiet again
Neutral,She look neutral right now
Neutral,They look quiet this time
Neutral,They look normal this time
Neutral,I feel normal this time
Neutral,I look normal right now
Neutral,He are calm right now
Neutral,He feel plain again
Neutral,He are normal again
Neutral,I are quiet right now
Neutral,I look quiet this time
Neutral,She stay plain as usual
Neutral,She feel plain this time
Neutral,I stay plain this time
Neutral,I stay plain as usual
Neutral,I stay normal again
Neutral,They stay neutral this time
Neutral,I feel calm right now
Neutral,We stay quiet today
Neutral,They stay normal this time
Neutral,She look neutral again
Neutral,He are neutral as usual
Neutral,I stay normal again
Neutral,She feel normal again
Neutral,They feel quiet today
Neutral,She feel plain this time
Neutral,I feel quiet right now
Neutral,He are neutral as usual
Neutral,He are neutral again
Neutral,I feel quiet as usual
Neutral,She are quiet this time
Neutral,He feel neutral right now
Neutral,We are normal as usual
Neutral,They feel neutral today
Neutral,She stay neutral today
Neutral,I look plain again
Neutral,He look quiet as usual
Neutral,He feel calm again
Neutral,We feel neutral again
Neutral,He look calm this time
Neutral,We stay normal today
Neutral,He look quiet this time
Neutral,He look plain right now
Neutral,He stay quiet again
Neutral,They feel neutral again
Neutral,He look neutral as usual
Neutral,They look calm again
Neutral,She look normal this time
Neutral,We look calm again
Neutral,She are neutral again
Neutral,He look normal today
Neutral,He feel normal as usual
Neutral,I stay normal today
Neutral,I feel neutral as usual
Neutral,He feel neutral this time
Neutral,We are quiet as usual
Neutral,He feel normal again
Neutral,They stay quiet as usual
Neutral,They feel quiet today
Neutral,She stay quiet right now
Neutral,They look quiet right now
Neutral,I stay quiet as usual
Neutral,We look plain right now
Neutral,She feel quiet again
Neutral,I stay normal as usual
Neutral,He are quiet again
Neutral,They feel normal as usual
Neutral,We stay quiet right now
Neutral,They feel neutral as usual
Neutral,They look normal today
Neutral,I stay quiet again
Neutral,We feel neutral today
Neutral,They feel neutral again
Neutral,She are quiet again
Neutral,We look calm today
Neutral,She look quiet today
Neutral,He stay quiet this time
Neutral,We are neutral this time
Neutral,He feel neutral today
Neutral,We are calm right now
Neutral,We feel neutral as usual
Neutral,She stay plain as usual
Neutral,We stay neutral right now
Neutral,He are normal again
Neutral,They look calm as usual
Neutral,He feel quiet today
Neutral,I feel calm right now
Neutral,She feel quiet today
Neutral,He are normal this time
Neutral,We feel plain as usual
Neutral,He stay quiet this time
Neutral,He feel quiet as usual
Neutral,We stay quiet again
Neutral,They look plain today
Neutral,I stay neutral this time
Neutral,I are neutral this time
Neutral,We feel calm as usual
Neutral,I stay calm this time
Neutral,I look neutral again
Neutral,I look neutral this time
Neutral,They stay normal this time
Neutral,He look quiet right now
Neutral,We stay normal again
Neutral,They are quiet this time
Neutral,They look plain as usual
Neutral,I look neutral this time
Neutral,He stay quiet right now
Neutral,We stay quiet again
Neutral,I stay normal again
Neutral,They are plain today
Neutral,I look plain today
Neutral,We feel plain today
Neutral,She look neutral right now
Neutral,He stay plain this time
Neutral,We are calm as usual
Neutral,I look quiet today
Neutral,He are calm today
Neutral,I feel quiet right now
Neutral,He look calm again
Neutral,He stay neutral this time
